roomid,action_seqs,label
39029940601,51|51|55|51|2|51|1|3|1|3|35|35|1|3|35|35|55|51|1|3|1|3|51|33|33|33|33|1|3|51|33|33|33|33|51|51|51|51|51|51|33|33|33|33|51|51|55|51|51|2|51|51|51|51|51|51|51|51|35|35|33|33|33|33|51|51|51|51|51|51|51|51|51|2|51|2|55|51|2|51|1|1|1|55|51|1|51|1|1|51|51|51|1|51|51|51|51|51|2|51|51|51|51|2|2|2|2|2|55|51|8|2|51|51|51|51|51|51|51|51|51|51|51|51|51|35|35|33|33|33|33|51|51|51|51|51|51|2|2|51|51|51|51|51|51|51|51|51|51|51|51|51|37|37,1
43945795513,35|35|33|33|33|33|35|35|8|2|2|2|35|35|35|35|35|35|35|35|2|2|35|35|55|51|37|37|2|2|2|8|35|35|8|35|35|2|2|8|35|35|35|35|2|2|2|2|35|35|33|33|33|33|2|39|8|2|2|8|8|8|8,1
44831590873,2|2|8|8|8|2|1|3|2|2|2|2|35|35|8|8|1|1|3|1|3|1,1
45193792526,35|35|35|35|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|8|8|8|1|2|1|1|1|2|1|1|1|1,1
48893761712,1|3|3|1|1|3|2|25|8|8|8|35|35|35|35|37|37|37|37|37|37|2|2|55|51|33|33|33|33|51|35|35|51,1
48918673352,2|15|2|2|33|33|35|35|35|35|35|35|33|33|33|33|33|33|38|33|33|34|34|34|34|34|34|34|34|39|35|35|33|33|33|33|39|38|34|34|34|34|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,1
49662153246,34|34|34|34|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|1|3|33|33|33|33|39|39|35|35|33|33|33|33|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|33|33|35|35|35|35|33|33|35|35|35|35|35|35|33|33|33|33|33|33|39|35|35|35|35|39|39|30|35|35|33|33|33|33|39|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|38,1
49737550000,51|8|8|8|55|51|8|8|8|38|8|2|2|2|2|2|39|39|3|1,1
19833710445,2|8|55|51|51|51|51|51|2|51|51|51|51|31|51|51|51|51|51|51|55|51|51|51|51|51|51|51|2|8|2|2|2|2|2|2|2|2|2|2|2|8,1
19921364574,1|1|2|2|2|2|2|7|7|2|2|2|2|2|2|2|2|2|8|2|2|35|35|35|35|33|33|33|33|35|35|33|33|33|33,1
20295165220,8|8|8|51|55|51|51|51|51|51|51,1
20818046271,2|3|1|2|1|3|2|8|8|8|8|39|8|3|1|8|2,1
34514392896,1|3|1|3|1|1|2|2|1|3|2|2|2|2|1|3|35|35|35|35|1,1
34881389069,35|35|35|35|2|2|2|2|55|51|2|51|51|51|51|51|2|2|2|2,1
38797530889,55|51|51|32|35|35|35|35|30|30|30|51|51|51|32|35|35|37|37|51|30,1
38926954829,37|37|2|2|2|1|2|2|2|1|1|1|1|8|1|2|1|30|2|2|2|8|1|7|7|7|7|2|2|2|2|2|2|2|2|2|2|2|7|7|7|7|2|2|2|2|2|1|1|1|8|2|2|1|2|1|2|2|2|2|7|7|1|3|2|44|2|40|40|39|2|30|30|2|2|2|2|2|2|2|2|2|8|2|32|35|35|35|35|2|2|39|2|37|37|7|7|7|7|7|1|1|1|2|35|35|39|2|2|2|2|2|2|2|2|2|2|1|1,1
43350904851,2|38|35|35|33|33|33|33|2|2|2|2|2|2|2|2|2|35|35|35|35|2|2|8|8|8|8|8|8|2|2|2|33|33|33|33|35|35|33|33|33|33|8|8|8|2|8|8|35|35|35|35|2|2|2,1
43515794974,39|39|39|39|39|39|39|39|30|39,1
44097705786,33|33|33|33|2|2|2|2|2|2|2|2|2|7|2|25|2|2|2,1
44157186750,3|1|1|3|1|8|8|1|3|2|2|2|2|2|1|3|1|3,1
44769395549,2|8|2|2|2|2|2|35|35|35|35|1,1
44928994770,2|2|2|2|2|2|1|2|2|2|2|2|2|2,1
45030305937,2|2|37|37|2|2|2|30|1|2|2|2|2|2|2|2|2|2|39|2|1|1|3|3|1,1
45600176212,55|35|35|51|1|51|51|51|51|51|51|51|51|1|3|3|1|1|3|8|1|28|35|35|2|2|1|51|8,1
47299469330,6|1|6|25|32|35|35|33|33|33|33|35|35|33|33|33|33|33|33|33|33|2|33|33|33|33|35|35|8|8|1|33|33|33|33|35|35|33|33|33|33|35|35|35|35|33|33|33|33|35|35|33|33|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|32|35|35|32|35|35|35|35|1|1|6|6|33|33|33|33|2|28|33|33|2|2|33|33|2|33|33|33|33|33|33|33|33|3|1|33|33|33|33|35|35|3|1|33|33|33|33|2|2|25|35|35|33|33|33|33|2|33|33|33|33|35|35|2|3|1|2|2|35|35|2|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33|32|35|35|33|33|33|33|35|35|35|35|35|35|33|33|33|33|32|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|2|35|35|35|35|33|33|33|33|1|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|35|35|1|39|33|33|33|33,1
48768163207,2|2|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|30|30|30|30|33|33|33|33|30|33|33|30|33|33|35|35|33|33|33|33|35|35|30|35|35|39|33|33|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|33|33|33|33|35|35|33|33|33|33|35|35|30|35|35|30|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|35|35|30|33|33|35|35|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|30|35|35|35|35|35|35|37|33|33|37|37|33|33|37|37|39|37|37|37|37|37|37|37|37|37|35|35|37|37|33|33|37|37|35|35|33|33|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|30|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|30|30|33|33|30|30|30|33|33|31|31|30|30|31|35|35|35|35|33|33|33|33|33|33|33|33|30|33|33|33|33|30|30|30|30|30|35|35|35|35|33|33|30|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|30|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|37|37|37|37|37|37|37|33|33|33|33|33|33|33|33|1,1
48915467020,2|2|2|2|8|2|2|2|2|8|8|3|1|2|2|2|2|1|2|2|2,1
49142268517,2|2|2|2|2|7|2|7|2|2|2|2|2|2|2|2|2|2|2|2|2|35|35|35|35|33|33|33|33|33|33,1
49834544502,8|8|2|8|8|8|2|35|35|8|8|8,1
4726587210,2|2|2|25|2|2|25|25|2|25|2|2|25|2|25|2|25|2|2|2|25|2|25|2|2|2|2|25|2|25|2|25|2|25|2|2|25|2|25|25|2|25|2|25|2|2|2|2|25|2|2|25|2|25|2|2|2,1
5223244923,1|3|1|3|1|3|32|35|35|33|33|33|33|1|1|1|8|1|2|8|2|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|1|32|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|2|8|33|33|2|2|2|2|33|33|33|33|32|35|35|2|2|33|33|33|33|33|33|33|33|2|2|8|33|33|33|33|8|30|8|33|33|33|33|8|1|35|35|1|35|35|33|33|33|33|33|33|33|33|1|3,1
17815561820,55|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|51|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|51|51|51|51|51|2|2|51|51|51|8|2|2|2|8|2|51|1|2|8|2|2|2|2|2|8|2|8|2|2|55|51|7|7|7|7|1|7|51|51|51,1
19382369077,33|33|33|33|33|33|2|2|2|33|33|2|2|33|33|29|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|33|33|33|33|33|33|33|33|33|33|30|30|30|30|30|30|32|35|35|32|35|35|32|35|35|32|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|32|35|35|32|35|35|33|33|33|33|30|30|35|35|35|35|35|35|35|35|2|2|2|2|2|2|2|2|2|2|2|2|30|2|2|2|2|30|2|2|30|2|33|33|33|33|30|33|33|33|33|30|30|33|33|33|33|32|35|35|32|35|35|32|35|35|32|35|35|33|33|2|33|33|2|30|30|30|33|33|30|32|35|35|33|33|33|33|30|35|35|35|35|30|30|30|2|32|35|35|55|51|55|35|35|51|33|33|33|33|30|33|33|33|33|30|33|33|33|33|33|33|33|33|30|33|33|33|33|30|2|31|8|2|2|2|2|2|2|2|2|2|2|2|2|2|32|35|35|33|33|33|33|32|35|35|30|30|30|32|35|35|33|33|33|33|30|2|2|35|35|35|35|33|33|33|33|30|30|30|30|30|32|35|35|2|2|2|2|2|2|2|2|2|2|33|33|33|33|32|35|35|33|33|33|33|30|30|2|8|2|2|55|51|55|51|55|51|55|51|55|51|32|35|35|35|35|2|2|8|1|3|33|33|2|2|2|2|30|2|2|2|2|33|33|33|33|2|1|3|30|2|30|30|30|30|30|3|1|3|1|30|8|33|33|30|1|1|2|33|33|30|33|33|33|33,1
20742250260,56|56|56|56|56|56|56|52|52|52|56|56|56|52|52|56|56|52|56|56|56|56|56|56|52|52|52|52|56|52|52|56|56|56|52|52|56|52|52|52|52|35|35|33|33|33|33|55|51|55|51|55|51|55|51|55|51|52|30|2|39|30|55|51|55|51|30|55|51|2|55|51|2|2|56|52|56|56|52|55|51|52|52,1
21181443922,3|2|1|2|2|2|2|2|2|2|30|2|2|3|1|1|3,1
34400995025,7|7|2|2|8|2|35|35|33|33|33|33|2|1|3|30|2|2|2|2|35|35|3|1|35|35|1|3|2|35|35|33|33|33|33|40|40|2|2|2|7|7,1
34637482384,35|35|33|33|33|33|7|55|51|39|35|35|55|51|33|33|33|33|51|51|51|35|35|51|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|1|3|55|51|51|33|33|51|51|51|51|51|35|35|33|33|33|33|1|3|55|51|51|51|7|33|33|39|3|1,1
34862645513,8|2|2|2|2|2|2|1|1|3|7|7|7|7|7|2|25|1|8|8|8,1
38673562571,2|39|33|33|33|33|39|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|8|2|33|33,1
38905050377,35|35|33|33|33|33|2|25|2|2|35|35|33|33|33|33|35|35|33|33,1
38918358077,2|2|2|1|2|2|2|2|2|2|2|2|2|2|2|55|51|2|51|2|2|51|2|51|2|51|51|51|51|51|51|2|55|51|2|8|55|51|2|2|2|2|2|2|2|2|55|2|51|51|2|2|2|2|55|2|51|51|51|51|51|2|55|2|2|2|51|51|1|2|2|55|51|2|2|2|2|2|55|51|2|51|2|51|51|2|2|2|55|51|2|2|55|51|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|55|51|51|2|55|51|51|51|2|2|55|51|2|2|55|51|51|2|2|55|51|51|2|51|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|55|2|2|2|51|2|51|2|2|2|2|2|2|2|51|8,1
38930159404,33|33|33|33|2|7|2|1|39|1|3|33|33|1|2|7|7|1|1|1|39|2|1|1|8|8|2|39|8|8|8|2|7,1
43563595290,39|35|35|1|1|33|33|33|33|39|1|39|8|2|38|2|2|2|35|35|35|35|34|34|34|34|35|35|35|35|35|35|2|2|2|2|2|2|2|2|8|8|2|35|35|8|33|33|33|33|35|35|1|2|7|1|8|1|8|2|8|2|2|2|2|2|31|31,1
44223304362,55|51|51|2|2|1|1|1|1|1|1|1|1|1|1|39|2|35|35|33|33|33|33|2|2|2|2|2|2|9|8|35|35|33|33|33|33|8|7|35|35|33|33|33|33|2|8|2|8|8|8|33|33|35|35|1|33|33|33|33|1|3|1|1|3|1|35|35|8|1|2|2|2|8|1|4|4,1
44553795353,39|39|35|35|31|33|33|33|33|35|35|35|35|35|35|30|35|35|2|33|33|33|33|33|33|33|33|33|33|33|33|30|30|30|30|2|8|2|2|35|35|33|33|33|33|2|2|35|35|39|30|35|35|33|33|33|33|33|33|2|2|33|33|33|33|39|2|2|33|33|33|33|35|35|33|33|33|33|30|2|2|2|35|35|35|35|33|33|33|33|2|30|2|2|35|35|33|33|33|33|35|35|33|33|33|33|2|2|35|35|33|33|33|33|33|33|30|2|35|35|33|33|33|33|39|30|2|35|39|35|35|35|2|33|33|33|33|33|33|33|33|30|1|7|2|2|2|2|2|35|35|2|33|33|33|33|2|35|35|33|33|33|33|33|33|30|2|2|2|2|2|2|2|2|35|35|33|33|33|33|2|30|2|2|1|1|1|1|8|2|2|2|2|1|2|2|8|2|2|2|2|2|2|2|2|2|35|35|33|33|33|33|2|39|2|2|2|2|2|2|2|2|2|2|2|2|8|2|33|8|2|2|2|2|2|1|2|2|2|2|2|2|2|35|35|33|33|33|33|2|2|2|2|2|1|2|2|2|2|2|2|2|2|35|35|33|33|33|33|30|8|2|2|8|2|33|2|8|8|8|8|2|3|1|2|2|2|30|1|2|1|2|1|1|2|2|2|2|2|35|35|1|1|35|35|35|35|33|33|33|33|30|33|33|30|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|35|35|30|1|2|2|1|1|1|2|33|33|33|33|2|35|35|33|33|33|33|30|35|35|7|7|7|7|7|1|2|1|3|2|2|33|33|33|33|30|2|2|39|30|2|2|2|7|7|1|1|2|2|2|7|2|8|2|2|2|2|2|2|2|1|2|35|35|33|33|33|33|2|33|33|2|8|8|8|8|8|8|35|35|33|33|33|33|35|35|33|33|33|33|2|2|2|8|7|33|33|2|2|39|35|35|33|33|33|33|2|35|35|2|8|2|33|33|33|33|2|8|2|2|2|2|2|2|2|2|2|3|1|2|35|35|35|35|2|33|33|33|33|30|1|1|1|1|2|2|2|3|1,1
44663305739,1|3|32|35|35|1|1|2|2|2|2|2|1|1|1|1|1|1|33|33|33|33|8|40|40|1|1|1|1|1,1
45225388288,33|33|1|3|55|51|33|33|33|33|33|33|2|2|2|2|2|2|1|1|2|2|2|2|2|2|2|2|8|8|8|8|2|2|2|2|55|51,1
45392693791,35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|8|8|8|8|35|35|39|33|33|33|33|33|33|35|35|8|8|2|8,1
47340763070,2|2|2|2|35|35|2|2|2|2|2|2,1
47552163244,35|35|8|1|3|1|8|8|8|8|8|8|8|8|8|8|8|8|1|1|3|1|1|3|8|3|1|2|2|2|2|2|1|3|8|8|8|8|8|8|8|3|1|3|1|1|3|1|8|1|1|1|8|1|3|2|3|1|1|3|1|3|1|2|3|33|33|33|33|33|33|8|8|1|3|1|1|3|1|3|1|1|3|1|1|3|8|3|1|8|1|3|1|3|1|3|8|3|1|3|1|8|3|1|1|2|3|1|1|1|1|3|1|3|1|3|1|1|3|3|1|1|1|3|1|8|1|3|1|8|8|1|1|7|1|1|1|1|1|39|5|5|6|5|5|5|6|2|8|8|1|8|8|1|1|3|3|1|5|5|5|5|5|1|5|5|5|5|3|1|8|1|1|1|1|1|33|33|33|33|8|8|8|8|1|1|3|3|1|1|1|2|1|1|8|8|1|3|1|2|2|2|2|2|2|8|8|1|3|3|1|1|3,1
48512362743,35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|31|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|33|33|7|7|7|7|7|8|8|7|7|8|2|2|8|2|2|33|33|33|33|7|7|33|33|33|33|1|2|35|35|8|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|7|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|33|33|7|7|33|33|33|33|39,1
49459540877,2|25|2|2|25|2|2|25|7|7,1
19385856770,8|2|2|8|2|2|35|35|8|8|8|2|8|8|8|8|8|8|2|8|2|8|8|2|8|2|2|2|2|8|8|8|35|35|8|2|2|2|8|8|8|8|1|3|8|1|3|35|35|3|1|1|3|3|1,1
20954445337,2|2|31|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|29|33|33|33|33,1
34437995367,3|1|1|3|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|2|1|2|35|35|35|35|35|35|3|1|35|35|30|35|35|35|35|1|1|35|35|35|35,1
34711680562,1|2|2|2|35|35|33|33|33|33|39|2|2|2|7|2|2|30|2|1|2|35|35|33|33|38|33|33|38|38|2|1,1
34728680934,8|8|8|8|35|35|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|8|8,1
34750271610,2|2|8|8|2|2|55|51|8|2|2|2|2|2|2|44|8|2|2|2|25|35|35|38|33|33|33|33|8|55|51|2|8|2|2|8|8|7,1
34757990141,55|51|35|35|51|51|51|35|35|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|8|8|35|35|33|33|33|33|35|35|33|33|33|33|33|33|35|35|35|35|33|33|35|35|33|33|33|33|33|33|30|2|2|2|2|2|2|8|8|2|2|30|2|35|35|2|33|33|33|33|35|35|33|33|33|33|2|35|35|33|33|33|33|8|8|2|2|2|2|2|2|2|2|2|2|2|2|35|35|2|35|35|2|2|2|2|2|2|2,1
34884479620,2|1|3|1|3|3|1|2|2|8|8|8|8,1
38680161726,35|35|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|2,1
38851843390,1|3|8|8|8|8|7|7|8|8|8,1
39228353417,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,1
43363195490,33|33|2|2|35|35|33|33|33|33|2|2|30|35|35|33|33|33|33|33|33|33|33|8|2|2|35|35|35|35|33|33|33|33|2|2|1|1|1|1|1|35|35|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|35|35|35|35|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|2|2|2|1|1|2|2|1|1|2|2|1|2|1|2|2|2|1|2|2|1|1|2|2|2|2|2|2|2|1|35|35|35|35|33|33|33|33|33|33|33|33|2|1|1|2|2|8|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|2|1|1|1|2|1|2|2|1|2|2|2|1,1
43494795704,39|39|39|2|8|8|8|2|39|39|2|2|2|2|1,1
43583390794,35|35|35|35|35|35|35|35|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|33|33|33|33|35|35|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|39|33|33|33|33|39|35|35|33|33|33|33|35|35|35|35|35|35|35|35|39|33|33|33|33|33|30|33|33|33,1
44619905885,51|51|51|51|51|1|3|51|1|3|39|35|35|33|33|33|33|1|3|1|3|33|33|33|33|38|34|34|34|34|3|1|1|3|3|1|1|3|33|33|33|33|35|35|33|33|33|33,1
47326363189,35|35|35|35|35|35|35|35|33|33|33|33|30|33|33|33|33|2|2|2|2|8|33|33|33|33|2|2|35|35|33|33|33|33|35|35|33|33,1
48811472068,4|1|1|1|3|35|35|35|35|33|33|33|33|33|33|33|33,1
17968425128,35|35|35|35|35|35|8|33|33|33|33|33|33|1|3|3|1|1|3,1
19803757894,39|39|33|33|33|33|55|51|35|35|51|51|51|51|35|35|51|51|39|33|33|33|33|51|35|35|35|35|33|33|33|33|33|33|51|33|33|33|33|51|51|51|33|33|33|33|51|55|51|51|51|51|51|51|51|51|51|51|51,1
20031767335,38|39|34|34|34|34|30|35|35|1|3|33|33|33|33|35|35|2|34|34|34|34|30|30|30|35|35|35|35|33|33|33|33|35|35|30|33|33|33|33|33|33,1
20198632652,1|3|1|3|3|1|8|2|3|1|3|1|1|3|3|1|7|7|7|7|7|7|35|35,1
20898558040,3|1|2|1|1|1|3|1|1|35|35|33|33|33|33|35|35|2|2|8|2|1|3|55|51|35|35|2|33|33|33|33|51|33|33|1|3|1,1
21234352749,29|30|2|2|2|55|51|55|51|55|51|51|51|35|35|33|33|33|33|33|33|30|30|33|33|55|51|55|51|2|2|2|56|52|56|56|56|56|56|52|56|52|52|52|52|52,1
24460528591,2|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|8|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|1|2|7|2|2|7|2|2|7|2|2|7|8|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|2|7|8|2|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|1|3|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|38|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|2|7|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|8|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|7|2|2|7|2|2|7|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2,1
25153137917,1|1|1|2|1|1|3|8|1|8|1|3|1|1|3|1|3,1
