roomid,action_seqs,label
43162595709,2|33|33|33|33|2|2|2|35|35|33|33|33|33|33|33|33|33|38|2|1|1|2|35|35|1|2|2|8|2|2|34|34|2|34|34|2|2|2|2|34|34|56|56|52|56|56|56|56|52|56|56|56|52|56|56|56|52|52|52|52|52|52|52|52|52|2|2|2|30|35|35|35|35|33|33|33|33|35|35|33|33|33|33|2|55|51|2|30|30|2|35|35|56|52|2|33|33|33|33|2|35|35|33|33|33|33|30|30|33|33|39|33|33|33|33|2|2|35|35|33|33|33|33|55|51|30|56|56|56|56|56|56|52|52|52|2|52|37|37|2|2|56|35|35|52|35|35|33|33|33|33|30|35|35|52|2|56|52|39|52,1
43261194923,2|30|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|30|30|30|2|7|7|7|7|7|30|30|7|7|7|7|7|35|35|7|7|7|7|7|7|7|7|7|7|30|35|35|35|35|33|33|33|33|35|35|7|7|7|7|7|7|7|7|7|7|33|33|33|33|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|2|2|7|7|7|7|7|6|6|6|6|6|6|6|1|6|6|6|1|6|6|6|6|6|1|6|6|6|6|6|1|6|6|6|6|6|1|6|6|6|6|6|6|1|6|6|6|6|6|1|6|6|6|6|1|6|6|6|6|6|6|1|6|6|6|6|1|6|6|6|6|6|30|2|1|6|6|6|6|6|1|6|6|6|6|6,1
43466086209,3|1|1|1|1|1|1|1|1|3|1|1|1|8|3|1|1|3|3|1|1|3|2|2|1|3|1|3|1|1|3|1|1|3|1|3|2|1|3|1|3|1|3|1|1|1|1|3|1,1
43749594908,55|51|55|51|51|35|35|33|33|33|33|1|35|35|51|55|51|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|55|51|39|2|35|35|1|2|55|51|55|51|2|55|1|51|55|51|55|51|2|2|33|35|35|33|33|33|33|33|33|33|35|35|33|33|33|33|35|35|35|35|33|33|33|33|33|33|35|35|33|33|33|33|30|35|35|33|33|33|33|35|35|33|33|33|33,1
44385305494,35|35|2|31|2|39|2|2|35|35|2|30|2,1
44473795043,1|3|35|35|35|35|33|33|33|33|35|35|35|35|33|33|33|33|55|51|7|8|8|51|35|35|35|35|33|33|33|33|33|33|33|33|33|33|1|1|1|1|55|51|51|8|51|51|35|35|35|35|1|51|51|1|3|1|51|51|51|33|33|33|33|33|33|33|33|55|51|51|35|35|51|51|51|30|2|39|2|2|2|2|8|4|4|1|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33,1
45521379476,36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|31|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|2|2|2|2|2|2|2|2|2|2|2|35|35|35|35|3|1|1|3|39|3|1|8|39|35|35|35|35|8|2|3|1|35|35|2|25|2|25|33|33|33|33,1
47574673049,1|3|55|51|55|51|55|51|51|51|51|51|51|51|51|51|51|51|51|51|1|51|51|51|35|35|35|35|51|35|35|8|3|1|35|35|35|35,1
48299672157,2|8|8|2|8|8|2|2|2|2|8|8|8|2|2|8|8|2|2|8|2|2|8|8,1
49095451887,2|2|2|38|2|2|1|8|35|35|33|33|33|33|2|2|1|2|2|2|2|1|2,1
4461469339,2|9|2|2|1|3|1|2|9|2|2|2|9|2|9|2|9|2|9|2|33|33,1
17452877000,1|9|2|2|9|2|1|2|2|9|2|2|2|7|2|25|2|15|2|2|15|2|2|2|39|1|3|1|2|15|1|1|3|1|1|2|9|2|15|1|1|1|1|2|1|2|15|2|2|9|2|9|2|2|15,1
19245261176,55|51|51|51|51|51|51|51|51|33|33|33|33|8|51|8|33|33|33|33|33|33|51|35|35|33|33|33|33|2|2|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33,1
20588361521,2|1|3|35|35|35|35|33|33|33|33|2|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33,1
21337549652,33|33|33|33|35|35|33|33|33|33|35|35|35|35|33|33|33|33|39|2|2,1
23274635867,1|33|33|33|33|33|33|2|2|2|2|33|33,1
30262476677,1|4|1|4|35|35|44|39|39|35|35|35|35|35|35|35|35|35|35|4|1|4|2|2|2|35|35|35|35|35|35|1|4|4|35|35,1
34524038393,3|1|1|1|3|1|1|1|1|3|1|1|3|1|8|3|1|37|37|2|1|1|3,1
38815960774,2|2|2|8|2|2|8|2|8|2|2|8|2|2|2|2|8|8|8|2|2|56|52|56|52|1|2|2|2|2|2|2|8|2|2|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|8|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,1
39285622390,2|2|2|2|22|2|2|2|2|29|1|1|2|2|29|2|2|2|2|35|35|2|2|2|2|1|29|2|2|2|1|2|2|39|2|2|2|2|2|2|2|1|2|2|2|2|2|2|2|2|2|2|1|1|2|2|2|2|2|35|35|2|2|2|2|2|2|2|2|29|2|2|2|2|2|8|2,1
44167105159,2|55|51|55|51|51|55|51|55|51|51|55|51|55|51|51|51|51|51|31|31|31|8|51,1
45461981074,1|1|2|1|1|1|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|2|2|2|2|2|2|2|1|2|2|1,1
48871673065,35|35|33|33|33|33|33|33|33|33|2|38|34|34|34|34|1|1|2|2|8|2|33|33|35|35|33|33|33|33|35|35|33|33|33|33|1|1|1|2|2|2|25|2|2|1|2|1|2|2|1|1|1|2|1|2|1|1|35|35|33|33|33|33|33|33|33|33|33|33|33|33|1|1|1|1|2|25|1|35|35|33|33|33|33|35|35|33|33|33|33|2|8|35|35|35|35|33|33|33|33|1|33|33|33|33|33|33|1|2|2|2|1|1|8|33|33|1|1|1|7|35|35|33|33|33|33|1|2|25|8|8|8|2|2|2|2|8|2|2|2|2|38|35|35|2|1|35|35|8|1|35|35|33|33|33|33|1|2|2|1|1|2|2|1|33|33|33|33|2|2|2|2|1|1|2|1|2|8|35|35|33|33|33|33|1|1|1|35|35|33|33|33|33|2|35|35|33|33|35|35|33|33|1|33|33|33|33|2|2|2|2|38|34|34|34|34|2|25|2|2|1|1|1|2|2|1|1|1|2|35|35|33|33|33|33|35|35|1|33|33|33|33|3|1|54|50|54|50|55|51|1|3|35|35|33|33|33|33|35|35|35|35|35|35|35|35|1|3|33|33|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|3|1|3|35|35|33|33|33|33|2|2|39,1
49814053084,3|1|3|1|3|1|2|8|8|1|3|2|1|2|1|2|1|3|2|25,1
20222822411,2|2|2|55|51|51|51|1|51|51|1|51|51|51|51,1
20933747244,1|3|3|1|35|35|35|35|33|33|33|33|33|33|33|33|33|33,1
21299751771,36|36|36|36|36|36|36|36|36|36|31|35|35|40|40|40|40|38|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|30|34|34|34|34|34|34|34|34|34|34|30|34|34|34|34|34|34|30|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|30|30|34|34|30|34|34|34|34|34|34|34|34|34|34|34|34|34|34|30|30|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|40|40|34|34|34|34|34|34|30|34|34|34|34|34|34|34|34|34|34|34|34|30|30|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|39|35|35|37|37|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|34|34|34|34|34|34|34|34|30|35|35|34|34|34|34|33|33|34|34|33|33|35|35|35|35|35|35|35|35|34|34|34|34|30|33|33|33|33|30|34|34|34|34|35|35|35|35|35|35|33|33|33|33|38|34|34|34|34|34|34|34|34|34|34|30|34|34|30|35|35|35|35|30|30|30|35|35|35|35|35|35|33|33|33|33|30|34|34|34|34|30|33|33|33|33|35|35|35|35|33|33|33|33|33|33|30|56|52|30|30|30|34|34|34|34|30|30|30|30|30|30|30|29|30|34|34|34|34|30|30|30|30|33|33|33|33|30|7|30|35|35|33|33|33|33|7|30|35|35|33|33|33|33|30|33|33|34|34|30|34|34|2|2|2,1
21959618539,33|33|33|33|1|3|33|33|51|1|1|2|55|51|51|1|1|51|51|51|51|51|51|51|51|35|35|33|33|33|33|3|1|55|51|51|51|51|51|51|37|37|51|1|1|1|55|51|51|51|51|51|51|51|1|3|51|51|51|51,1
34447594157,1|2|2|2|1|1|2|2|1|1|1|2|2|2|2|2|6|6|1|6|1|35|35|2|1|1|1|1|1|2|2|2|1|2|2|2|7|2|1|1|2|1|1|1|2|2|2|1|1|2|1|1|2|2|1|2|2|1|2|2|1|2|2|2|2,1
34561668497,2|2|33|33|35|35|2|2|35|35|35|35|35|35|2|2|2|2|2|35|35|35|35|39|2|2|8|35|35|2|2|2|2|2|2|2|1|2|2|2|2|2|2|2|2|2|2|2|7|7|7|7|2,1
38667251752,39|55|51|3|1|51|35|35|2|2|51|51|51|51|8|8|8|8|1|3|2|8|1|1|1|1|1|8|51|33|33|33|33|3|1|1|1|2|35|35|39|3|1,1
38706362415,35|35|33|33|33|33|51|35|35|35|35|33|33|33|33|55|51|51|51|51|51|51|2|35|35|39|2|2|2|2|2|55|51|51|51|51|39|51,1
43434995089,7|35|35|35|35|33|33|33|33|8|8|8|8|8|8|7|7,1
43734992341,51|2|2|2|2|2|2|1|2|2|2|1|35|35|55|51|55|51|55|51|55|51|55|51|55|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|2|2|2|2|2|2|2|2|2|3|1|8|2|37|37|3|1|2|25|2|1|2,1
43988104297,3|1|39|1|3|2|1|3|2|2|2|2|2|2|2|1|3|33|33|33|33|1|3|2|2|8|8|2|2|2|2|2|39|8|35|35|33|33|33|33|35|35|35|35|33|33|35|35|33|33|2|33|33|2|2|2|2|2|3|1|2|2|8|8|8|3|1|2|8|8|8|2|2|2|2|2,1
44867195706,33|33|33|33|33|33|33|33|33|33|33|33|33|33|7|2|2|2,1
48267271872,3|1|1|1|1|1|1|1|1|1|1|8,1
48799072889,2|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33,1
49603749037,8|39|2|2|2|35|35|35|35|2|33|33|33|33,1
17996566660,3|1|8|3|1|3|1|8|2|1|3|1|3|1|3|1|3|1|1|3|1|1|3|8|1|1|8|1|3|3|1|1|3|8|8|8|8|8|1|8|3|1|1|3|3|1|37|37|1|3|8|8|8|8|3|1|2|8|8|8|8|1|3|1|3|3|1|1|3|8|1|3|8|1|1|3|2|1|8|8|8|3|1|1|3|1|3|3|1|8|8|8|1|3|3|1|3|1|3|1|3|1|3|1|1|3|1|3|3|1|1|3|1|1|3|8|8|3|1|1|3|1|3|1|8|3|1|1|3|1|1|1|1|1|3|3|1|8|1|1|8|8|1|1|3|1|3|1|3|3|1|1|8|8|8|3|1,1
18740059580,8|8|8|1|2|51|2|55|55|51|51|1|55|51|55|51|55|51|8|55|51|56|52|33|33|51|51|51|51|51|8|2|8|55|51|55|51|55|51|8|8|51|8|8|8|7|7|2|2|2|55|51|55|51|55|51|7|2|2|1|39,1
19000261884,7|8|1|3|35|35|35|35|37|37|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|7|33|33|33|33|33|33|33|33|35|35|35|35|33|33,1
21015237708,1|3|7|7|7|8|8|2|2|1|8|2|35|35|32|35|35|33|33|33|33|33|33|1|3|1|3|1|3|7|7,1
22412305113,2|2|1|3|2|1|1|2|2|2|2|39|2|2|2,1
23207090663,2|3|1|1|3|2|3|1|2|7|2|8|8|2|2|2|9|2|2|9|3|1|1|3|1|3|2|9|3|1|3|1|3|1|1|3|3|1|7|3|1|1|3|2|3|1|3|1|2|9|2|2|9|2|3|1|2|9|1|3|1|3|2|3|1|2|2|9|1|3|3|1|1|3|1|1|3,1
34456865621,2|25|2|55|51|51|51|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|2|55|51|2|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|2|2|2|2|2|35|35|35|35|35|35|35|35|35|35|35|35|35|35|1|2,1
34875078890,1|33|33|33|33|35|35|33|33|33|33|2|2|8|35|35|2|2|2|2|7|33|33|33|33|2|8|8|1|2|1|6|6|8|1|1|2|2|2|2|2|25|1|2|8|34|34|2|2|2|2|2|1|2|35|35|2|33|33|33|33|2|35|35|33|33|33|33|35|35|33|33|2|2|2|2|2|7|2|2|2|2|25|25|2|2|2|37|37|37|37|2|35|35|2|35|35|33|33|33|33|33|33|33|33|33|33|2|35|35|35|35|35|35|2|33|33|33|33|8|2|2|2|2|2|35|35|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|1|1|33|33|2|2|2|2|2|2|25|35|35|33|33|33|33|33|33|33|33|2|2|8|2|2|2|2|7|2|2|25|2|2|25|2|2|1|3|1|2|2|55|51|51|51|2|2|51|2|2|51|35|35|51|51|35|35|51|2|35|35|35|35|51|33|33|33|33|35|35|33|33|33|33|39|35|35|33|33|33|33|33|33|35|35|1|1|51|1|6|6|3|1|1|3|3|1|1|1|1|7|1|1|1|1|7|1|7|7|7|7|7|7|1|1|7|7|7|7|7|7|7|7|7|7|33|35|35,1
34915470838,35|35|35|35|35|35|33|33|33|33|33|33|33|33|39|33|33|30|33|33|33|33,1
34935878925,2|2|2|2|55|51|30|51|2|2|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|51|8|51|51|51|51|51|51|2|51|51|30|2|2|2|30|30|8|51|2|39|51|51|8|51|33|33|51|33|33|33|33|2|2|33|33|33|33|51|51|33|33|30|51|2,1
39035937434,2|2|2|1|2|1|3|8|2|2|8|8|8|8|8|2|25|8|2,1
39158556631,51|35|35|35|35|55|51|55|51|51|2|51|51|8|8|2|8|35|35|40|40|1|3|8|7|3|1|8|8|8|2,1
43257195693,33|33|33|33|35|35|2|35|35|35|35|35|35|35|35|35|35|35|35|35|35|2|35|35|3|1,1
44414504740,33|33|7|7|7|7|7|7|2|55|51|51|55|51|55|51|51|51|31|31|51|51|51|51|51|51|1|8|8|7|7|7|7|51|51|51|51|1|1|35|35|33|33|33|33|30|55|51|2|55|55|51|51|55|51|30|1|55|51|2|55|51|55|51|51|51|51|1|3|2|2|2|2|2|2|33|33|33,1
44542302020,34|34|34|34|34|34|38|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34|34,1
45107194723,2|3|1|3|1|2|2|2|2|2|35|35|33|33|33|33|8|8|8,1
45190385755,1|3|2|35|35|7|1|3|2|8|35|35|35|35|33|33|33|33|33|33|33|2|35|35|38|34|34|34|34|1|1|33|33|33|33|35|35|35|35|33|33|33|33|1|1|3|8|8|2|8|1|35|35|33|33|33|33|30|8|3|1|1|1,1
47420361983,55|51|51|55|51|2|2|2|2|2,1
49416362046,2|35|35|33|33|33|33|3|1|33|33|8|2|2|2|35|35|33|33|33|33|1|2|2|8|33|33|33|33|8|2|2|1|1|35|35|2|2|2|2|2|2|2|2|2|2|33|33|33|33|2|2|8,1
1258960033,2|2|2|2|2|2|2|2|2|1|3|1|3,1
19744059144,2|2|2|2|2|55|51|2|51|2|51|2|2|51|1|2|51|2|51|51|2|2|51|55|51|51|51|2|2|2|2|2|2|2|2|2|2|2|55|51|51|2|51|51|35|35|33|33|33|33|51|51|51|51|51|51|51|2|2|2|55|51|1|1|35|35|33|33|33|33|35|35|35|35|55|51|55|51|35|35|30|33|2|55|51|51|2|51|51|55|51|55|51|33|33|33|33|51|51|51|35|35|35|35|2|2|2|2|2,1
23316537645,1|3|1|7|7|1|1|3|1|3|1|1|3|1|4,1
34880589991,36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|36|31|38|2|20|30|34|34|34|34|30|34|34|34|34|30|30|30|34|34|34|34|34|34|34|34|30|34|34|34|34|30|34|34|34|34|30|34|34|34|34|30|34|34|34|34|34|34|34|34|34|34|34|34|30|34|34|34|34|30|34|34|34|34|34|34|34|34|30|2|30|34|34|34|34|30|30|34|34|34|34|34|34|30|30|38|34|34|34|34|30|38|38|30|38|34|34|34|34|34|34|34|34|30|38|34|34|34|34|34|34|34|34|30|30|30|34|34|34|34|34|34|34|34|30|30|34|34|34|34|30|35|35|34|34|34|34|30|30|33|33|35|35|30|33|33|33|33|34|34|34|34|30|35|35|35|35|33|33|33|33|30|33|33|33|33|30|30|34|34|34|34|30|33|34|34|34|34|34|34|34|34|30|34|34|34|34|30|34|34|34|34|35|35|33|33|33|33|33|33|30|30|38|38|34|34|34|34|34|34|34|34|30|30|30|38|34|34|34|34|34|34|34|34|30|34|34|34|34|30|34|34|30|34|34|34|34|34|34|34|34|35|35,1
38789846830,2|25|2|3|1|2|2|2|2|2|2|2|2|2|2|2|1|8|1|3|2|2|2|2|2|2|2|2|2|2|2|8|2|1,1
39228556677,35|35|35|35|35|35|38|33|33|33|33|33|33|33|33,1
44515794866,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1
47715958188,2|55|51|51|2|51|51|51|51|51|51|2|51|51|39,1
48253961671,2|1|2|2|2|2|2|2|2|3|1|33|33|33|33|1|3|1|1|2|2|2|1|1|2|2|2|2|2|2|2|55|51|55|51|55|51|55|51|55|51|1|51|51|51|51|51|51|51|51|51|55|51|35|35|33|33|33|33|51|51,1
48410361741,2|35|35|33|33|33|33|33|33|35|35|33|33|33|33|35|35|35|35|33|33|33|33|2|2,1
48423070046,35|35|33|33|33|33|33|33|33|33|7|30|7|33|33|7|30|33|33|33|33|33|33|30|1|2|2|7|7|7|7|30|7|30|30,1
80004744,52|52|30|52|52|52|52|52|56|56|52|56|52|56|56|56|56|56|56|52|52|56|56|52|56|56|52|52|52|56|52|52|52|52|55|51|51|55|51|55|51|55|51|51|51|51|55|51|51|2|2|25|51|51|7|51|39|35|35|33|33|33|33|35|35|30|33|33|33|33|30|55|51|55|51|55|51|55|51|56|55|51|52|51|56|52|52|51|55|51|33|33|55|51|51|55|51|55|51|55|51|51|56|51|55|51|35|35|33|33|33|33|2|2|30|2|55|51|52|2|56|56|56,1
2183791533,35|35|35|35|31|35|35|38|33|33|33|33|35|35|35|35|35|35|33|33|35|35|33|33|33|33|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|33|33|33|33|30|33|33|33|33|33|33|33|33|30|35|35|33|33|33|33|8|33|33|33|33|30|33|33|33|33|35|35|33|33|33|33|2|2|2|2|2|2|2|39|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|2|2,1
17443463404,2|35|35|35|35|35|35|33|33|33|33|29|2|55|51|2|2|2|2|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|39|35|35|33|33|33|33|2|55|51|55|51|55|51|35|35|33|33|33|33|55|51|55|51|55|51|1|55|51|55|51|51|51|35|35|33|33|33|33|33|33|2|35|35|7|7|2|25|2|7|2,1
18338601262,1|1|1|1|1|1|1|1|1|1|1,1
20763650050,38|34|34|34|34|8|2|1|1|2|25|7|7|7|39|3|1,1
20838206445,35|35|35|35|33|33|35|35|33|33|33|33|33|33|33|33|33|33|30|2,1
34481194263,35|35|35|35|33|33|35|35|33|33|33|33|35|35|38|35|35|2|30|38,1
34572993472,2|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|33|33|33|33|33|55|51|30|35|35|33|33|33|33|33,1
34989772199,2|2|2|2|2|2|2|1|2|2|2|25|1|1|2|2|2|2|2|30,1
38750651746,33|33|33|33|2|8|8|2|8|34|34|34|34|35|35|33|33|33|33|1|2|2|34|34|34|34|2|2|2|8|2|2,1
39334614385,2|2|2|7|2|2|7|2|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|39|2|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|8|2|7|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|2|7|7|8|2|7|2|2|7|2|2|7|2|7|2|2|7|8|8|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|8|2|7|2|2|7|2|7|8|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|2|2|7|2|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|2|7|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|8|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|2|7|8|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2|7|2|2|7|2|7|2|2|7|2|2|7|2|2,1
43246505671,2|2|2|2|2|2|2|2|2|2|2|2|1|8|2|1|3|2|2|2|2|2|2|2|2,1
44163595202,1|3|1|3|1|1|1|1|2|2|2|1|2|2|1|2,1
44412991194,51|51|30|2|2|2|2|2|2|1|1|1|1|2|1|1|39|1|1|39|33|33|2|1|33|33|33|33|2|2|33|33|33|33|33|33|1|2,1
44978905630,29|30|30|30|30|35|35|1|3|8|1|8|3|1,1
45058705304,2|8|2|8|8|8|8|8|8|8|8|8|8|35|35|1|2|1|8|8|8|8|8|8|8|8|8|8|8|8|8|32|8|2|1|7|3|35|35|35|35|3|1|33|33|33|33,1
45148578089,1|35|35|33|33|33|33|35|35|33|33|33|33|35|35|33|33|33|33|7|35|35|33|33|33|33|39|33|33|32|35|35|7,1
45402784090,2|2|2|8|8|3|1|1|3|40|40|40|40|2|2|2|2|2|8|2|2|2|2|2|8|8|8|2|2|2|1|2|8|8|2|2|2|2|8|2|8|2|8|8|8|8|8|2|2|2|8|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|2|8|2|2|8|2|2|2|2|2|8|2|8|8|8|2|2|8|2|8|8|8|8|2|2|2|39|2|2|1|2|2|2|2|1|2|2|2|8|2|2|2|2|2|55|51|51|51|2|2|2|51|8|2|8|51|51|8|51|51|2|2|51|8|8|2|8|51|8|8|8|8|8|8|8|8|8|8|2|2|2|2|8|8|8,1
45627375013,2|35|35|38|34|34|34|34|35|35|33|33|33|33|35|35|35|35|35|35|35|35|35|35|33|33|33|33|30,1
48090362052,1|3|8|55|51|51|51|51|51|51|51|51|51|51|1|3|1|3|2|2|2|2|2|8|8|2|2,1
48614563074,33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|3|1|1|3|3|1|33|33|33|33|33|33|33|33|39|8|8|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|35|35|33|33|33|33|2|2|2|2|2|2|8|2|8|2|2|2|2|2|1|1|33|33|1,1
48811072776,1|3|33|33|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33,1
48826054005,35|35|33|33|33|33|35|35|55|51|55|51|33|33|33|33|51|51|51|51|51|1|1,1
48827671395,2|2|2|2|2|8|8|8|8|8|8|1|3,1
49426562035,2|2|25|2|2|22|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|1|8|8|8|8|2,1
49465960526,3|8|3|1|1|1|8|1|35|35|33|33|35|35|35|35|33|33|33|33|39|35|35|35|35|35|35|35|35|35|35|35|35|3|1|1|3|2|2|33|33|33|33|3|1|35|35|35|35|35|35,1
49603465215,8|33|33|33|33|33|33|35|35|33|33|33|33|33|33|39|1|3|2|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|1|1|1|3|1|1|8|35|35|35|35|33|33|33|33|35|35|8|8|8|8|8|8|8|8|8|8|8|8|33|2|2|8|8|8|35|35|33|33|33|33|35|35|8|8|8|8|33|33|33|33|33|33|33|33|35|35|8|35|35|35|35|35|35|35|35|35|35|35|35|33|33|33|33|33|33|8|39|33|33|8|33|33|8|33|33|33|33|35|35|33|33|33|33|8|33|33|33|33|33|33|33|33|8|8|33|8|33|33|33|33|8|8|8|8|33|33|33|33|33|33|33|33|33|33|8|35|35|33|33|33|33|33|33|33|35|35|8|55|51|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|1|35|35|33|33|33|33|8|35|35|35|35|33|33|33|33|30|55|51|35|35|35|35|35|35|35|35|33|33|33|33|2|2|25|51|1|55|51|35|35|35|35|35|35|35|35|33|33|33|33|51|35|35|35|33|33|35|33|33|33|33|33|33|35|35|35|35|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|51|35|35|35|35|51|33|33|33|33|33|33|33|33|33|33|2|33|33|35|35|39|8|33|33|33|33|1|33|33|35|35|35|35|35|35|35|35|35|35|33|35|35|33|33|33|33|35|35|35|35|35|35|2|33|33|35|35|33|33|33|33|33|33|3|1|8|2|1|1,1
7230423445,2|1|3|2|8|8|1|1|3|2|2|2,1
7733814623,1|3|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1
12795224395,2|2|2|2|2|2|2|2|2|2,1
18539169088,2|2|1|3|1|3|2|55|51|3|1|51|39|2|2|2|2|30|2|51,1
21170443478,2|1|1|33|33|35|35|33|33|33|33|33|33|33|2|2|35|35|2|35|35|33|33|33|33|33|33|33|33|35|35|35|35|35|35|2|2|2|2|2|8|1|2|33|33|33|33|2|35|35|33|33|33|33|33|33|33|33|35|35|33|33|33|33|2|30|1|33|33|33|33|1|2|35|35|33|33|33|33|35|35|33|33|33|33|33|33|35|35|35|35|35|35|35|35|33|33|33|33|33|33|33|33|7|1|35|35|33|33|33|33|33|33|33|33|33|33|33|33|35|35|35|35|33|33|33|33|33|33|35|35|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33|33,1
21370234005,2|8|2|2|2|8|35|35|33|33|33|33|2|2|7|2,1
21418439077,2|25|2|2|35|35|3|1|1|1|3|33|33|33|33|39|2|2|2|2|25|8|2|2,1
22246360822,2|2|25|2|25|2|25|2|25|2|25|2|1|2|2|25|2|25|2,1
25377112709,8|2|8|8|2|1|3|8|1|3|3|1|8|35|35|39,1
